seqnames	start	end	width	strand	pvalue	qvalue	meth.diff
NW_024609835.1	138731965	138731965	1	*	5.75979404494932e-08	6.9053796378452e-06	-27.5250672536072
NW_024609835.1	138731966	138731966	1	*	3.82341817838072e-11	1.15254351487408e-08	-32.1710526315789
NW_024609835.1	138731970	138731970	1	*	1.67403874628814e-09	3.24403484301936e-07	-30.7273626917368
NW_024609835.1	138731971	138731971	1	*	4.41838910639134e-12	1.64055605255734e-09	-33.9094764011799
NW_024609835.1	138731977	138731977	1	*	1.47581261517609e-08	2.13486701554323e-06	-28.9443261332522
NW_024609835.1	138731978	138731978	1	*	6.0914260890196e-10	1.33644944449842e-07	-30.496936691627
NW_024609835.1	138732002	138732002	1	*	3.3678445456837e-11	1.03244832969006e-08	-34.1860581997286
NW_024609835.1	138732003	138732003	1	*	1.2569486272576e-06	9.07028862892851e-05	-25.1083591331269
NW_024609835.1	138732004	138732004	1	*	1.76635766855073e-12	7.20846905414209e-10	-36.014710452709
NW_024609835.1	138732009	138732009	1	*	4.94834162646634e-12	1.81324139582373e-09	-36.4630647860387
NW_024609835.1	138732011	138732011	1	*	1.20574992860323e-08	1.78886442124653e-06	-28.0592469545958
NW_024609835.1	138732012	138732012	1	*	2.12985423945222e-09	3.99990825426755e-07	-30.3546910755149
NW_024609835.1	138732015	138732015	1	*	3.71456356391685e-07	3.31406895908922e-05	-26.6294598365557
NW_024609835.1	138732016	138732016	1	*	1.74275036678359e-12	7.117154383642e-10	-37.0379436964504
NW_024609835.1	138732025	138732025	1	*	4.97399813374572e-10	1.12277645373198e-07	-31.4629667414813
NW_024609835.1	138732026	138732026	1	*	2.3473073567056e-11	7.42842649431332e-09	-35.5040792540793
NW_024609835.1	138732030	138732030	1	*	1.15842853141117e-13	6.05259705260522e-11	-41.7812956274495
NW_024609835.1	147530343	147530343	1	*	0.000293384011283767	0.00646421019002733	-25.1855779427359
NW_024609835.1	149738465	149738465	1	*	6.37189675529313e-12	2.27010279798113e-09	-26.9776839997139
NW_024609835.1	149738482	149738482	1	*	6.06377045372333e-11	1.74504522884707e-08	-25.5263157894737
NW_024609835.1	149738529	149738529	1	*	1.86561827885196e-11	6.01942275864092e-09	-25.9078441182052
NW_024609835.1	149738533	149738533	1	*	3.45235193183616e-11	1.05667325371313e-08	-26.0008428150021
NW_024609835.1	149738554	149738554	1	*	3.85609940215369e-11	1.16178900305416e-08	-26.1850152905199
NW_024609835.1	149738563	149738563	1	*	5.67465155510236e-12	2.04565937532241e-09	-27.1830419931686
NW_024609835.1	149738569	149738569	1	*	4.20508602274802e-11	1.25192119681195e-08	-26.1116468445302
NW_024609835.1	149738572	149738572	1	*	3.46569481361667e-10	8.17432452909642e-08	-26.2920847268673
NW_024609835.1	149738580	149738580	1	*	1.51200638919998e-10	3.89994435625517e-08	-27.550505050505
NW_024609835.1	149738583	149738583	1	*	3.95663087751808e-09	6.86814387630455e-07	-26.1346951803383
NW_024609835.1	151558418	151558418	1	*	1.97735470819196e-05	0.00082824541464231	-25.4729288975864
NW_024609835.1	151558425	151558425	1	*	4.51396705259992e-06	0.000256486833247697	-27.2032902467685
NW_024609835.1	173475708	173475708	1	*	2.45271319103879e-05	0.000979841822326272	-27.4975885352074
NW_024609835.1	177968446	177968446	1	*	8.51238613343502e-09	1.32695554364922e-06	-25.5102040816327
NW_024609835.1	209184956	209184956	1	*	1.55318268307306e-05	0.000684069060997138	-26.2566137566138
NW_024609835.1	209184964	209184964	1	*	5.43179837458542e-10	1.21004441816773e-07	-38.096145297517
NW_024609835.1	209184968	209184968	1	*	5.03390860683659e-12	1.84109366261855e-09	-41.3836163836164
NW_024609835.1	209184972	209184972	1	*	6.18888521854943e-13	2.79839630017666e-10	-43.5846560846561
NW_024609835.1	209184975	209184975	1	*	7.74834585370335e-11	2.16304869114012e-08	-38.7719298245614
NW_024609835.1	209184978	209184978	1	*	3.80769320114244e-11	1.14975639543711e-08	-39.1005291005291
NW_024609835.1	209184982	209184982	1	*	5.53483811886928e-11	1.60240403521573e-08	-38.11168681635
NW_024609835.1	209184985	209184985	1	*	1.25910511033679e-09	2.53164534827169e-07	-37.3977086743044
NW_024609835.1	209184991	209184991	1	*	1.20914362530992e-11	4.0718169946334e-09	-39.7727272727273
NW_024609835.1	209184997	209184997	1	*	2.03439174031542e-11	6.51666947710794e-09	-39.3315542000254
NW_024609835.1	209185009	209185009	1	*	1.21306452098522e-09	2.45101241675988e-07	-36.6985900505454
NW_024609835.1	209185022	209185022	1	*	1.91979655437632e-08	2.68616570352445e-06	-34.255784865541
NW_024609835.1	216326207	216326207	1	*	2.72333161830392e-06	0.000170537772485612	-26.2876254180602
NW_024609835.1	216326266	216326266	1	*	1.25749038086956e-07	1.33602091332688e-05	-30.1173020527859
NW_024609835.1	216326268	216326268	1	*	2.3683436758391e-07	2.27226774942424e-05	-28.5592679293467
NW_024609835.1	216326282	216326282	1	*	1.27594178239845e-06	9.17640603180234e-05	-26.7083638299288
NW_024609835.1	218210801	218210801	1	*	1.30438422510847e-06	9.34954309372381e-05	-32.2556390977444
NW_024609835.1	218210805	218210805	1	*	2.44053591641433e-08	3.32148929556908e-06	-34.9624060150376
NW_024609835.1	218210821	218210821	1	*	8.37984703918995e-08	9.49124711037484e-06	-32.8773369813042
NW_024609835.1	218210840	218210840	1	*	9.64661156137466e-07	7.31368807564614e-05	-33.3974358974359
NW_024609835.1	218210869	218210869	1	*	3.06394682385717e-05	0.00116546298630835	-27.9132791327913
NW_024609835.1	218210873	218210873	1	*	3.29790704640143e-06	0.000199722338281336	-31.6273490603758
NW_024609835.1	221218852	221218852	1	*	6.64802271316064e-06	0.000349847074508554	-25.3891656288917
NW_024609835.1	225539461	225539461	1	*	1.38301489538218e-11	4.59573437346089e-09	-38.2022471910112
NW_024609835.1	225539466	225539466	1	*	8.99205835542972e-11	2.4661655378853e-08	-38.3764955323338
NW_024609835.1	225539470	225539470	1	*	3.75646681824375e-09	6.57201622374344e-07	-35.4809709319748
NW_024609835.1	225539473	225539473	1	*	1.3116750665364e-10	3.46264640680297e-08	-39.3655371304975
NW_024609835.1	225539476	225539476	1	*	3.96611271076854e-11	1.18935357124863e-08	-38.231981981982
NW_024609835.1	225539482	225539482	1	*	2.75798639210091e-09	5.01494148242725e-07	-37.8245614035088
NW_024609835.1	225539498	225539498	1	*	4.67036777040028e-07	4.00720097340556e-05	-32.6159951159951
NW_024609835.1	225539518	225539518	1	*	3.73046249649753e-05	0.00135647491063179	-25.6178420735383
NW_024609835.1	247304332	247304332	1	*	7.17106254310144e-07	5.72285320845219e-05	-29.9550224887556
NW_024609835.1	247359940	247359940	1	*	1.12794148022194e-05	0.000532777328241721	-31.9152854511971
NW_024609835.1	247359946	247359946	1	*	0.000260721523020455	0.00592715202943023	-27.1381578947368
NW_024609835.1	247524833	247524833	1	*	2.27947699486273e-08	3.12807560544832e-06	-26.6510156170256
NW_024609835.1	249450639	249450639	1	*	4.7007836633548e-08	5.80929466694604e-06	-30.4722539794213
NW_024609835.1	249450646	249450646	1	*	6.3878613229888e-09	1.03552517740347e-06	-31.8468468468468
NW_024609835.1	249450650	249450650	1	*	1.77629170425966e-09	3.41697658511379e-07	-31.8985507246377
NW_024609835.1	249450664	249450664	1	*	1.50846752388676e-10	3.89496469974694e-08	-35.0558213716108
NW_024609835.1	249450672	249450672	1	*	1.57395325207733e-10	4.03878827383253e-08	-34.8934837092732
NW_024609835.1	249450675	249450675	1	*	3.75514916086307e-11	1.13670797717343e-08	-36.1607142857143
NW_024609835.1	249450683	249450683	1	*	8.46757875866098e-13	3.73806838197471e-10	-39.0441176470588
NW_024609835.1	249450688	249450688	1	*	1.45070248900729e-12	6.03102598307683e-10	-38.3214285714286
NW_024609835.1	249450691	249450691	1	*	6.38591069486392e-13	2.87399137606856e-10	-38.2202380952381
NW_024609835.1	249450696	249450696	1	*	2.6186892153962e-12	1.02872413863831e-09	-37.75
NW_024609835.1	249450730	249450730	1	*	2.20239747823021e-13	1.08314220376167e-10	-38.990561694291
NW_024609835.1	249450733	249450733	1	*	9.42956393326713e-13	4.10318575168472e-10	-38.5013812154696
NW_024609835.1	249450738	249450738	1	*	5.35680631814244e-13	2.45676175479676e-10	-38.7096774193548
NW_024609835.1	249450740	249450740	1	*	8.57277049528381e-14	4.59973844958961e-11	-41.1580048831531
NW_024609835.1	249450745	249450745	1	*	3.09358350552508e-13	1.48601728045949e-10	-39.8535804163807
NW_024609835.1	249450747	249450747	1	*	7.66929347224992e-14	4.16134183520892e-11	-41.6354556803995
NW_024609835.1	249461842	249461842	1	*	1.3995147089824e-07	1.46171106529394e-05	-38.699956952217
NW_024609835.1	249461850	249461850	1	*	9.98891514860552e-07	7.51694374337916e-05	-35.0708502024292
NW_024609835.1	249461862	249461862	1	*	5.41184560651338e-08	6.54663006311605e-06	-36.5646806226516
NW_024609835.1	249461883	249461883	1	*	2.39322523603538e-08	3.26787592091283e-06	-36.4116575591985
NW_024609835.1	249461885	249461885	1	*	8.16697102996831e-11	2.26535438837929e-08	-40.9366391184573
NW_024609835.1	249461890	249461890	1	*	1.53270034334825e-10	3.94441213319547e-08	-39.730965359592
NW_024609835.1	249461895	249461895	1	*	4.37116469825767e-10	1.00475352968702e-07	-40.0343642611684
NW_024609835.1	249461906	249461906	1	*	1.05576063149499e-09	2.16650879588034e-07	-38.297520661157
NW_024609835.1	249461924	249461924	1	*	2.55987676016666e-07	2.4278146241178e-05	-33.6764705882353
NW_024609835.1	249461944	249461944	1	*	1.45080532023523e-05	0.000649296804822337	-28.7133984028394
NW_024609835.1	249461981	249461981	1	*	6.37946032634303e-07	5.18054732141105e-05	-33.8491100323625
NW_024609835.1	249461990	249461990	1	*	9.36188897372207e-05	0.0027439255300001	-26.8771659607239
NW_024609836.1	3631966	3631966	1	*	2.0476010308841e-16	1.68054585119368e-13	-58.072126727334
NW_024609836.1	7843518	7843518	1	*	3.78365147458259e-11	1.14371303583704e-08	-36.1118712714137
NW_024609836.1	7843521	7843521	1	*	1.35211561284255e-12	5.67423777880379e-10	-38.8955582232893
NW_024609836.1	7843535	7843535	1	*	8.51816363334538e-15	5.44509162048952e-12	-41.2530878059735
NW_024609836.1	7843538	7843538	1	*	9.85983292676673e-13	4.2606937679119e-10	-38.2955536181343
NW_024609836.1	7843550	7843550	1	*	1.76255322684312e-14	1.06507200515059e-11	-40.6746031746032
NW_024609836.1	7843565	7843565	1	*	1.07705341987806e-11	3.66544917294974e-09	-36.7830985915493
NW_024609836.1	7843568	7843568	1	*	2.45462369471301e-13	1.19902384816976e-10	-37.0574307582182
NW_024609836.1	7843580	7843580	1	*	1.43888402306724e-10	3.73868306713035e-08	-33.7166487282615
NW_024609836.1	7843583	7843583	1	*	5.40652319331785e-11	1.56997464119528e-08	-33.7318236680269
NW_024609836.1	7843586	7843586	1	*	6.29150571139653e-11	1.80071888744874e-08	-34.9206349206349
NW_024609836.1	7843592	7843592	1	*	1.38357056484691e-10	3.61609819270106e-08	-34.467763282284
NW_024609836.1	7843612	7843612	1	*	8.64306450243704e-10	1.81158464773605e-07	-32.1386430678466
NW_024609836.1	7843624	7843624	1	*	1.49203991570094e-10	3.86117390335746e-08	-35.7639987345777
NW_024609836.1	7843630	7843630	1	*	7.09241251657274e-11	2.00414121250701e-08	-38.1661644425312
NW_024609836.1	7843639	7843639	1	*	4.36166896916354e-11	1.29339094255218e-08	-39.4973241590214
NW_024609836.1	7843643	7843643	1	*	2.18877248641451e-13	1.07735831415338e-10	-43.7290969899666
NW_024609836.1	7843648	7843648	1	*	3.87842033852328e-13	1.81327656387917e-10	-43.5704514363885
NW_024609836.1	9733855	9733855	1	*	6.62002089164937e-12	2.34980921739627e-09	-40.5291005291005
NW_024609836.1	9733875	9733875	1	*	2.08097130555754e-13	1.02779824937737e-10	-42.5233644859813
NW_024609836.1	9733880	9733880	1	*	1.11462918089564e-12	4.76410539447901e-10	-42.6121881516954
NW_024609836.1	9733884	9733884	1	*	1.16457615366889e-13	6.07922077687561e-11	-43.2861635220126
NW_024609836.1	9733886	9733886	1	*	3.23132161977139e-13	1.54703649821477e-10	-42.8492892484096
NW_024609836.1	9733888	9733888	1	*	1.56596057053604e-13	8.0081098674964e-11	-43.5755496647435
NW_024609836.1	9733890	9733890	1	*	2.14578674283287e-16	1.75138224923497e-13	-48.0033984706882
NW_024609836.1	9733911	9733911	1	*	3.74135743229048e-15	2.55254515726831e-12	-45.1578627808136
NW_024609836.1	9733913	9733913	1	*	5.79170445243265e-13	2.63737820823149e-10	-41.6666666666667
NW_024609836.1	9733926	9733926	1	*	7.31787777428588e-16	5.47057908991032e-13	-47.3620741634007
NW_024609836.1	9733931	9733931	1	*	3.16866037807513e-15	2.19026699817825e-12	-45.131421744325
NW_024609836.1	9733937	9733937	1	*	7.46255540957633e-14	4.0606045379917e-11	-43.6991869918699
NW_024609836.1	10074886	10074886	1	*	1.46505074453134e-06	0.000103206630530275	-33.2375
NW_024609836.1	10113707	10113707	1	*	6.46057416889612e-09	1.04604944234597e-06	-37.8851540616247
NW_024609836.1	10116926	10116926	1	*	4.82549202968363e-06	0.000270700999341797	-36.4583333333333
NW_024609836.1	10116931	10116931	1	*	4.35770078944638e-06	0.000249102344691139	-36.6611842105263
NW_024609836.1	18056900	18056900	1	*	1.16522692756207e-06	8.52444360729888e-05	-25.5128764731558
NW_024609836.1	18057300	18057300	1	*	2.85897983649968e-08	3.80232255048397e-06	-33.8648693079073
NW_024609836.1	18057307	18057307	1	*	2.81527248448324e-07	2.62946844410331e-05	-28.6371855992109
NW_024609836.1	18057320	18057320	1	*	5.07457381897e-08	6.19570474862061e-06	-33.4871794871795
NW_024609836.1	37888962	37888962	1	*	0.000331526718923982	0.00706966733177978	-25.2525252525253
NW_024609836.1	37888973	37888973	1	*	3.36623566088779e-05	0.00125410056126084	-29.1041275797373
NW_024609836.1	37888985	37888985	1	*	0.000332216561024593	0.00708009871771141	-25.7279291870487
NW_024609836.1	37908539	37908539	1	*	0.000294238739592235	0.00647637539622024	-25.8145363408521
NW_024609836.1	39298925	39298925	1	*	0.000202113228183515	0.00489171123553557	-26.6310160427807
NW_024609836.1	50383130	50383130	1	*	6.3813906555232e-13	2.87399137606856e-10	-26.9671704012507
NW_024609836.1	50542969	50542969	1	*	7.0543760645894e-10	1.51542333898045e-07	-47.8260869565217
NW_024609836.1	50542982	50542982	1	*	2.92713080603822e-09	5.27501482643578e-07	-42.7824505569448
NW_024609836.1	50542987	50542987	1	*	4.5465254474393e-11	1.34113604146347e-08	-46.4782311374516
NW_024609836.1	50542989	50542989	1	*	1.68963223649744e-11	5.51005727086525e-09	-47.2727272727273
NW_024609836.1	50542992	50542992	1	*	1.13936160676447e-10	3.05238337426501e-08	-45.2380952380952
NW_024609836.1	50542997	50542997	1	*	1.21984647577036e-10	3.24842680552304e-08	-44.3952802359882
NW_024609836.1	50543011	50543011	1	*	1.74473769538483e-09	3.36411663743649e-07	-42.7614083608127
NW_024609836.1	50543032	50543032	1	*	2.38585721711496e-06	0.000153343049404608	-32.8259172521468
NW_024609836.1	50543039	50543039	1	*	1.90871842214896e-10	4.79141942750859e-08	-45.7361758827448
NW_024609836.1	50543043	50543043	1	*	3.20805084794113e-07	2.93280438221313e-05	-35.5417956656347
NW_024609836.1	58916270	58916270	1	*	0.000344489541600477	0.00726582316615066	-26.8311688311688
NW_024609836.1	58916289	58916289	1	*	7.44205401469157e-05	0.00230479390461606	-30.1242236024845
NW_024609836.1	68310865	68310865	1	*	6.47167403599538e-06	0.000342469295140464	-30.4144385026738
NW_024609836.1	68310868	68310868	1	*	6.29292006226246e-05	0.00203045127476952	-26.5700483091787
NW_024609836.1	68310880	68310880	1	*	0.000193623845844678	0.00474004517625269	-25.5018013381369
NW_024609836.1	80414213	80414213	1	*	1.2173107937491e-06	8.82946316908681e-05	-31.9021656822656
NW_024609836.1	80414232	80414232	1	*	2.49000669174307e-08	3.37768043881517e-06	-34.7440626415583
NW_024609836.1	80414274	80414274	1	*	1.71304107941523e-08	2.43214872963564e-06	-38.4576357179097
NW_024609836.1	80414299	80414299	1	*	2.10239863490403e-09	3.95863828985515e-07	-41.8305744888023
NW_024609836.1	80414305	80414305	1	*	5.39305333902162e-07	4.515894007219e-05	-35.8145919121529
NW_024609836.1	80414314	80414314	1	*	2.45355178955539e-07	2.33926050837223e-05	-37.475280158207
NW_024609836.1	80414324	80414324	1	*	1.37765540524259e-06	9.79256680023666e-05	-35.3995433789954
NW_024609836.1	83970859	83970859	1	*	4.80951532311422e-05	0.00165476248766314	-30
NW_024609836.1	90136225	90136225	1	*	5.57161249376213e-10	1.23642440081746e-07	-26.9787765293383
NW_024609837.1	3033636	3033636	1	*	1.4031914022794e-08	2.04349178006685e-06	-26.6834631241411
NW_024609837.1	11770708	11770708	1	*	0.000210117248657333	0.00503594267809853	-25.1703151966573
NW_024609837.1	14512227	14512227	1	*	7.73154222790202e-10	1.6365569726851e-07	-41.870095902354
NW_024609837.1	31086520	31086520	1	*	3.881584576434e-09	6.75004014615909e-07	-26.629680998613
NW_024609837.1	31086630	31086630	1	*	6.15741140966371e-10	1.34932226264606e-07	-25.828257316892
NW_024609837.1	31086675	31086675	1	*	2.20532360502946e-08	3.03424523942784e-06	-25.6690112377718
NW_024609837.1	31086737	31086737	1	*	1.80450168583071e-09	3.46893338052354e-07	-25.5639097744361
NW_024609837.1	31086759	31086759	1	*	1.47325633711077e-08	2.13209548878474e-06	-25.8620689655172
NW_024609837.1	32754646	32754646	1	*	4.21373863261164e-05	0.00149247876054665	-28.7418008348241
NW_024609837.1	32754651	32754651	1	*	2.8064427287827e-06	0.00017490122487311	-32.2723253757736
NW_024609837.1	34999945	34999945	1	*	4.49804977001783e-12	1.66300257652014e-09	-43.006993006993
NW_024609837.1	34999977	34999977	1	*	1.16553719369223e-11	3.93644122147838e-09	-41.1379310344828
NW_024609837.1	34999986	34999986	1	*	1.2788068018365e-10	3.38826145753287e-08	-39.5443799699119
NW_024609837.1	35000006	35000006	1	*	9.73707496692657e-14	5.1716278071887e-11	-44.8702742772424
NW_024609837.1	35000014	35000014	1	*	5.37193520263923e-12	1.95113908805686e-09	-40.1794760457374
NW_024609837.1	35000022	35000022	1	*	4.98179716748434e-11	1.45836601984986e-08	-39.8198198198198
NW_024609837.1	35000033	35000033	1	*	1.571987336286e-09	3.06891581777637e-07	-37.2677504976775
NW_024609837.1	35000036	35000036	1	*	3.81307815992458e-12	1.43828378982708e-09	-41.9394235466536
NW_024609837.1	35000045	35000045	1	*	1.93561865388016e-13	9.61762252326354e-11	-43.718633640926
NW_024609837.1	35000062	35000062	1	*	2.54567558422767e-13	1.24035502889744e-10	-43.9827812090586
NW_024609837.1	35000065	35000065	1	*	1.62098968476001e-10	4.14476064528017e-08	-40.2863777089783
