seqnames	start	end	width	strand	pvalue	qvalue	meth.diff
NW_024610197.1	71170	71170	1	*	2.57203796881724e-31	1.21827459637748e-27	45.965367965368
NW_024610197.1	74081	74081	1	*	3.77004722248505e-16	2.98027992015508e-13	27.8850464831056
NW_024610197.1	99697	99697	1	*	5.18815382715656e-08	6.311707701585e-06	36.2876495172215
NW_024610199.1	64303	64303	1	*	1.39139049686149e-06	9.87397996380975e-05	27.8846153846154
NW_024610202.1	64784	64784	1	*	6.62669496627177e-18	7.03923921172106e-15	37.2988912479358
NW_024610202.1	64806	64806	1	*	1.42207312554421e-27	4.56538142674713e-24	31.7702255847371
NW_024610202.1	64812	64812	1	*	3.97502075399155e-27	1.25880371794304e-23	26.1065875648793
NW_024610202.1	69194	69194	1	*	2.34450927822503e-20	3.54663288370935e-17	28.5167477731296
NW_024610202.1	78748	78748	1	*	1.26102051780729e-09	2.5346146894733e-07	30.2192904261009
NW_024610204.1	1528	1528	1	*	5.53953248496801e-27	1.7210275118173e-23	27.6399531767969
NW_024610204.1	23919	23919	1	*	1.70112866878458e-09	3.29101290057466e-07	26.887898089172
NW_024610204.1	63976	63976	1	*	7.57022173296316e-13	3.36506061442691e-10	27.5318805488297
NW_024610204.1	87465	87465	1	*	2.66348895703329e-05	0.00104532836546068	25.9881188118812
NW_024610204.1	93643	93643	1	*	1.08088966951154e-08	1.62870954460252e-06	31.2379110251451
NW_024610235.1	44691	44691	1	*	2.95670909910324e-10	7.11909846417415e-08	37.7443855783206
NW_024610235.1	68005	68005	1	*	1.60107021938088e-13	8.1515868790564e-11	26.2776557761544
NW_024610235.1	85317	85317	1	*	7.68521569301835e-10	1.62794353927378e-07	31.6666666666667
NW_024610242.1	22692	22692	1	*	4.43145683135991e-09	7.56264666069977e-07	26.7707129094412
NW_024610242.1	26341	26341	1	*	2.60766873731007e-08	3.51419039412371e-06	26.1358048042368
NW_024610242.1	72101	72101	1	*	3.15972447667869e-05	0.00119347633892633	25.3508771929825
NW_024610244.1	17742	17742	1	*	2.19766612393949e-05	0.000898767160288157	25.5119008028885
NW_024610244.1	27395	27395	1	*	1.62510634890967e-06	0.00011230504530295	28.9826568925442
NW_024610244.1	47933	47933	1	*	3.94610155775513e-13	1.84342809499442e-10	25.3135313531353
NW_024610244.1	69489	69489	1	*	7.34067731143527e-12	2.57868251005151e-09	28.366802251722
NW_024610247.1	2124	2124	1	*	1.23259275612355e-07	1.31367441412504e-05	30.6277056277056
NW_024610247.1	57986	57986	1	*	2.4084283700614e-05	0.000966426271865023	25.5855855855856
NW_024610247.1	71553	71553	1	*	5.804499827296e-05	0.00190667744819622	26.5607886089814
NW_024610247.1	107807	107807	1	*	5.41970010448137e-09	8.98669737075937e-07	25.6516998711468
NW_024610251.1	3670	3670	1	*	4.75904309594338e-09	8.01799689185104e-07	32.415196743555
NW_024610251.1	21823	21823	1	*	2.81600118122134e-13	1.36287539021924e-10	31.0254770280354
NW_024610258.1	12346	12346	1	*	5.27718060385223e-09	8.79073728724728e-07	25.3298466658742
NW_024610263.1	201919	201919	1	*	8.59186552714547e-10	1.80216068697634e-07	26.5136660471619
NW_024610263.1	203117	203117	1	*	1.31818800920584e-05	0.00060192565066752	25.6501784803672
NW_024610263.1	203124	203124	1	*	3.79773243125648e-09	6.62415629623327e-07	31.3928940394376
NW_024610263.1	203403	203403	1	*	2.84192767013081e-06	0.000176719602888869	25.3760351529491
NW_024610263.1	203445	203445	1	*	1.36997043526303e-08	2.00318888880904e-06	25.4177195353666
NW_024610266.1	21980	21980	1	*	4.5043889973431e-10	1.0312742691223e-07	26.432022084196
NW_024610282.1	14496	14496	1	*	1.70147585289773e-05	0.000734847667808547	27.6905528717123
NW_024610284.1	32009	32009	1	*	3.23027457959496e-10	7.70395379169876e-08	25.2760533977916
NW_024610284.1	51312	51312	1	*	2.28744128341861e-06	0.00014822365186142	25.1724137931034
NW_024610284.1	83088	83088	1	*	3.06771045473957e-21	5.13834091240244e-18	31.6627951993806
NW_024610284.1	92950	92950	1	*	5.52553774871685e-10	1.2280861847661e-07	26.5129015558159
NW_024610284.1	103605	103605	1	*	5.91098556566902e-10	1.30273132171928e-07	35.1998376952729
NW_024610288.1	24948	24948	1	*	2.16612268585357e-13	1.0671185814708e-10	31.4511159338746
NW_024610293.1	69735	69735	1	*	5.02533749476845e-08	6.14467843202891e-06	25.4255589430894
NW_024610293.1	72948	72948	1	*	5.56212011269953e-23	1.15203003911301e-19	25.491718426501
NW_024610296.1	4848	4848	1	*	6.72946238985421e-08	7.88629486855356e-06	31.9773210489015
NW_024610296.1	14772	14772	1	*	3.86870406972013e-13	1.81019848185339e-10	34.2450980392157
NW_024610302.1	69557	69557	1	*	0.000318116936814448	0.0068554605216176	25.290215588723
NW_024610302.1	69651	69651	1	*	6.35203670694109e-11	1.81698885352343e-08	41.6483516483516
NW_024610302.1	70189	70189	1	*	1.66522805332113e-06	0.000114488968996134	26.5297202797203
NW_024610302.1	89400	89400	1	*	1.46485053931455e-08	2.12099298000143e-06	27.1891133276527
NW_024610302.1	90938	90938	1	*	2.58581745504063e-10	6.30222569950576e-08	33.0178442247408
NW_024610302.1	104512	104512	1	*	1.15294842909285e-13	6.03487740542082e-11	39.7957446808511
NW_024610302.1	104515	104515	1	*	3.39966473591688e-08	4.41207808499482e-06	27.2896327289633
NW_024610304.1	37415	37415	1	*	3.56323508780509e-09	6.26828420647698e-07	33.5748792270531
NW_024610308.1	10559	10559	1	*	3.77664625641215e-21	6.23542280963439e-18	41.255676657584
NW_024610308.1	11976	11976	1	*	7.66830926883698e-22	1.37190721862289e-18	25.7406228137837
NW_024610308.1	46482	46482	1	*	2.00010184008735e-08	2.78372699500341e-06	28.4467427289392
NW_024610309.1	19918	19918	1	*	3.82371886822006e-06	0.00022467153183629	27.777149321267
NW_024610309.1	23393	23393	1	*	3.01253592122512e-05	0.00115082008395036	27.8862478777589
NW_024610316.1	33570	33570	1	*	4.33284942964326e-08	5.40896361433684e-06	29.1520180002813
NW_024610317.1	150239	150239	1	*	0.000145623871393831	0.00383045114249391	27.4917491749175
NW_024610317.1	152329	152329	1	*	2.91687288189434e-07	2.70512535604346e-05	31.9660014781966
NW_024610322.1	59504	59504	1	*	9.48428234805196e-27	2.89981514613455e-23	27.5077869018244
NW_024610322.1	59694	59694	1	*	2.42138193583584e-24	6.05729830297983e-21	29.8009892444563
